Data,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27
2018-08-01 12:00:00.002,51.97910308837891,779.1168823242188,1052.409301757812,190.0264739990234,60.10746765136719,45.08950805664062,67.44632720947266,237.4948577880859,6.481534957885742,0.8302761912345886,3967.35791015625,109.9948196411133,26.03951835632324,6.318681716918945,9.111721992492676,21.15384674072266,10.98901176452637,8.928571701049805,10.48534870147705,12.59157562255859,53.9835205078125,38.96520233154297,30.40293121337891,29.16666793823242,0.1978021860122681,0.1501832008361816,0.1349207162857056
2018-08-01 12:30:00.002,51.91957473754883,749.1642456054688,1049.934204101562,178.3968353271484,59.86884689331055,41.89278411865234,63.21686172485352,223.88671875,7.188868522644043,0.7438061833381653,3966.76220703125,106.1234741210938,26.12491226196289,6.043956279754639,8.928571701049805,20.46703338623047,10.7600736618042,8.287546157836914,9.752747535705566,11.85897445678711,54.30403137207031,39.28571701049805,29.57875442504883,28.52564239501953,0.1978021860122681,0.1501832008361816,0.1349207162857056
2018-08-01 13:00:00.002,52.20102310180664,729.5619506835938,1049.966796875,182.7245178222656,60.06943511962891,44.60880661010742,63.00813674926758,230.3957214355469,6.681673049926758,0.7804229259490967,3966.20361328125,109.3470764160156,26.27484130859375,6.181318759918213,8.928571701049805,20.74175834655762,10.94322395324707,8.882784843444824,10.21062278747559,12.5457878112793,53.89194488525391,39.51465225219727,30.4945068359375,29.44139289855957,0.2081807851791382,0.1501832008361816,0.1349207162857056
2018-08-01 13:30:00.002,52.09971237182617,734.3145751953125,1050.923950195312,188.6053314208984,60.25563430786133,44.69704437255859,62.85540771484375,236.3096008300781,6.259632110595703,0.8374656438827515,3966.104248046875,111.9944458007812,26.47940635681152,6.501831531524658,8.836997032165527,21.5659351348877,11.12637424468994,8.699633598327637,9.523810386657715,11.49267482757568,54.16667175292969,39.10256576538086,30.26556777954102,28.66300392150879,0.2081807851791382,0.1501832008361816,0.1349207162857056
2018-08-01 14:00:00.002,52.06999969482422,767.5510864257812,1049.526123046875,189.111572265625,60.10866928100586,45.08498764038086,62.89362716674805,238.1247406005859,6.279421806335449,0.842303454875946,3965.935302734375,111.1827621459961,26.57839012145996,6.364469051361084,9.157509803771973,21.61172294616699,11.17216205596924,8.745421409606934,9.569597244262695,12.5457878112793,53.70879364013672,39.74359130859375,31.63919448852539,29.12088012695312,0.2081807851791382,0.1501832008361816,0.1349207162857056
2018-08-01 14:30:00.002,52.07781600952148,739.850830078125,1050.301025390625,179.5,59.97420883178711,45.80876541137695,63.46567153930664,225.6221466064453,7.0207200050354,0.7571455240249634,3965.1904296875,107.5387878417969,26.5992431640625,6.410256385803223,9.020147323608398,20.74175834655762,11.03479862213135,8.60805892944336,9.798535346984863,12.22527503967285,53.9835205078125,39.60622787475586,31.18131828308105,28.25091552734375,0.2081807851791382,0.1501832008361816,0.1349207162857056
2018-08-01 15:00:00.002,52.14227294921875,710.4832153320312,1049.416137695312,174.9303131103516,59.99506378173828,47.66265106201172,68.8417739868164,220.9244537353516,7.10133695602417,0.7460640668869019,3964.5087890625,106.583251953125,26.61526870727539,5.631868362426758,9.065934181213379,21.4743595123291,11.08058643341064,8.516483306884766,10.43956089019775,13.04945087432861,53.89194488525391,40.15567779541016,30.63186836242676,29.30402946472168,0.2081807851791382,0.1398047208786011,0.1349207162857056
2018-08-01 15:30:00.002,52.07460403442383,720.3436889648438,1050.020751953125,179.8788909912109,60.01944351196289,45.230712890625,68.88163757324219,229.5185241699219,6.434157848358154,0.7793747186660767,3964.2109375,111.4071350097656,26.62817764282227,6.495879173278809,9.013370513916016,21.2250919342041,11.27646541595459,8.98031234741211,10.03260135650635,12.56529331207275,54.04798889160156,39.94111633300781,30.86492729187012,28.96236228942871,0.2185592651367188,0.1501832008361816,0.1452991962432861
2018-08-01 16:00:00.002,52.06135559082031,734.0213623046875,1049.843872070312,184.9309997558594,60.07306671142578,44.62332916259766,68.75572204589844,232.797119140625,6.102714061737061,0.809737503528595,3964.0771484375,112.4595565795898,26.60226440429688,6.589652061462402,9.02390193939209,21.63049507141113,11.59175872802734,9.080952644348145,9.88937759399414,12.39267444610596,53.84917831420898,39.66703414916992,30.82023811340332,29.51117134094238,0.2289377450942993,0.1501832008361816,0.1452991962432861
2018-08-01 16:30:00.002,52.0515251159668,746.1380615234375,1049.815551757812,182.4436340332031,60.09999465942383,44.23213195800781,68.12654876708984,231.1163177490234,6.332336902618408,0.8121405243873596,3964.72265625,109.9670181274414,26.55460166931152,6.135531425476074,9.177335739135742,21.59803199768066,11.51250076293945,9.143818855285645,9.646062850952148,12.8511905670166,53.78195953369141,39.73603820800781,31.20256423950195,29.14258193969727,0.2289377450942993,0.1501832008361816,0.1556776762008667
2018-08-01 17:00:00.002,52.08106231689453,729.6580200195312,1049.99267578125,186.6181488037109,59.96395492553711,42.15239715576172,62.38749313354492,233.0991058349609,6.291070938110352,0.7927721738815308,3965.275634765625,109.4448318481445,26.59528160095215,6.373077392578125,9.24908447265625,21.68516731262207,11.30952453613281,9.4952392578125,10.38424968719482,12.95787620544434,53.88058853149414,39.90952682495117,30.80238151550293,28.91868209838867,0.2289377450942993,0.1398047208786011,0.1556776762008667
2018-08-01 17:30:00.002,52.110107421875,723.8954467773438,1050.11572265625,180.0467224121094,59.86813354492188,45.57073211669922,63.09796142578125,224.2364196777344,6.866320610046387,0.7725275158882141,3965.47412109375,107.1278686523438,26.6786937713623,6.156044006347656,9.02646541595459,20.9706974029541,11.05453300476074,8.889102935791016,9.700641632080078,12.75421237945557,54.25347900390625,40.01277542114258,30.47243499755859,28.5524730682373,0.2289377450942993,0.1398047208786011,0.1556776762008667
2018-08-01 18:00:00.002,52.03205871582031,711.8818359375,1049.501220703125,181.7697448730469,59.96345901489258,45.05805587768555,62.90359497070312,231.9324340820312,6.317278861999512,0.8060460686683655,3965.6728515625,109.9938507080078,26.72980690002441,6.376327991485596,9.157509803771973,21.07578086853027,10.98901176452637,9.478022575378418,10.49720764160156,12.8765115737915,54.12912368774414,39.94024658203125,30.7850284576416,28.69693183898926,0.2185592651367188,0.1398047208786011,0.1452991962432861
2018-08-01 18:30:00.002,52.0577278137207,736.0297241210938,1049.755981445312,186.689697265625,59.99324417114258,45.00041961669922,62.7476921081543,236.162109375,6.20069408416748,0.840221643447876,3965.871337890625,111.1002731323242,26.76753997802734,6.45604419708252,9.157509803771973,21.93223571777344,11.30952453613281,8.882784843444824,9.706960678100586,12.45421314239502,54.5329704284668,39.74359130859375,29.39560508728027,28.47985458374023,0.2185592651367188,0.1398047208786011,0.1452991962432861
2018-08-01 19:00:00.002,52.07228088378906,719.8763427734375,1050.287231445312,181.6922607421875,59.77180099487305,44.92182540893555,63.11207962036133,225.3822631835938,6.8496994972229,0.7843922972679138,3966.178466796875,108.8083190917969,26.68179130554199,5.815018653869629,8.974359512329102,21.19963455200195,10.85164928436279,9.20329761505127,10.89743614196777,13.23260116577148,54.12088012695312,40.15567779541016,30.58608055114746,29.02930450439453,0.2081807851791382,0.1398047208786011,0.1349207162857056
2018-08-01 19:30:00.002,52.07736968994141,698.0752563476562,1050.262451171875,174.8561096191406,59.60113143920898,44.57891082763672,63.44145202636719,219.6567687988281,7.09308385848999,0.7481521964073181,3966.7744140625,107.1864242553711,26.55270004272461,5.723443508148193,8.928571701049805,20.60439682006836,10.53113555908203,8.882784843444824,10.21062278747559,13.09523868560791,54.34981918334961,39.74359130859375,30.26556777954102,28.20512962341309,0.1978021860122681,0.1398047208786011,0.1349207162857056
2018-08-01 20:00:00.002,52.64078521728516,682.7254638671875,1050.300903320312,174.9106597900391,59.59120178222656,44.45853424072266,63.30097198486328,222.0046234130859,6.852585315704346,0.7297974228858948,3967.248291015625,109.2058944702148,26.52420616149902,6.22710657119751,8.699633598327637,20.10073280334473,10.43956089019775,8.562271118164062,9.706960678100586,12.36263751983643,54.34981918334961,39.83516693115234,30.03663063049316,29.02930450439453,0.1978021860122681,0.1398047208786011,0.1245421171188354
